Child DCN,Child MOSIS ID,RefVisitingType.Description,VisitDate
0000003070,003070,Developmental Check,2023-02-04
0000003071,003071,Case Management,2022-06-28
0000003071,003071,Home Visit,2020-03-09
0000003071,003071,Family Support Visit,2021-09-10
0000003073,003073,Family Support Visit,2023-11-09
0000003073,003073,Family Support Visit,2023-11-12
0000003073,003073,Home Visit,2023-11-29
0000003073,003073,Case Management,2024-10-06
0000003073,003073,Home Visit,2024-04-02
0000003074,003074,Developmental Check,2021-01-03
0000003076,003076,Case Management,2024-08-11
0000003076,003076,Family Support Visit,2023-04-18
0000003076,003076,Family Support Visit,2022-12-30
0000003077,003077,Home Visit,2023-10-16
0000003077,003077,Developmental Check,2021-11-10
0000003078,003078,Case Management,2022-08-16
0000003078,003078,Home Visit,2022-07-27
0000003078,003078,Family Support Visit,2023-06-13
0000003079,003079,Developmental Check,2020-01-14
0000003079,003079,Case Management,2019-11-10
0000003079,003079,Family Support Visit,2019-08-08
0000003079,003079,Developmental Check,2019-05-26
0000003080,003080,Case Management,2022-02-09
0000003081,003081,Home Visit,2022-02-14
0000003081,003081,Family Support Visit,2022-01-05
0000003082,003082,Home Visit,2023-10-11
0000003082,003082,Case Management,2023-03-23
0000003082,003082,Case Management,2023-07-02
0000003083,003083,Case Management,2024-06-23
0000003084,003084,Home Visit,2023-04-17
0000003084,003084,Case Management,2023-08-11
0000003084,003084,Developmental Check,2023-09-01
0000003084,003084,Family Support Visit,2022-12-18
0000003085,003085,Home Visit,2023-05-15
0000003085,003085,Developmental Check,2023-10-28
0000003085,003085,Case Management,2023-10-15
0000003085,003085,Family Support Visit,2021-11-19
0000003086,003086,Home Visit,2022-02-10
0000003086,003086,Case Management,2021-04-21
0000003086,003086,Developmental Check,2022-09-17
0000003087,003087,Developmental Check,2022-05-28
0000003087,003087,Case Management,2023-03-27
0000003087,003087,Developmental Check,2023-01-05
0000003087,003087,Case Management,2023-08-31
0000003087,003087,Case Management,2022-06-29
0000003088,003088,Home Visit,2019-04-24
0000003088,003088,Case Management,2019-04-07
0000003088,003088,Home Visit,2019-08-05
0000003088,003088,Home Visit,2019-06-22
0000003089,003089,Developmental Check,2021-02-27
0000003089,003089,Family Support Visit,2022-02-25
0000003089,003089,Family Support Visit,2021-06-23
0000003090,003090,Case Management,2021-07-11
0000003090,003090,Family Support Visit,2021-07-23
0000003090,003090,Case Management,2021-08-21
0000003090,003090,Developmental Check,2021-10-18
0000003090,003090,Home Visit,2021-11-03
0000003090,003090,Family Support Visit,2021-06-09
0000003091,003091,Developmental Check,2021-08-31
0000003091,003091,Family Support Visit,2020-06-15
0000003091,003091,Case Management,2021-01-15
0000003091,003091,Home Visit,2020-05-16
0000003091,003091,Home Visit,2021-11-24
0000003092,003092,Case Management,2018-10-21
0000003092,003092,Home Visit,2018-11-27
0000003092,003092,Home Visit,2018-06-13
0000003092,003092,Family Support Visit,2018-10-13
0000003092,003092,Family Support Visit,2018-11-28
0000003093,003093,Developmental Check,2018-05-15
0000003093,003093,Family Support Visit,2018-03-20
0000003094,003094,Case Management,2019-11-25
0000003095,003095,Developmental Check,2021-02-15
0000003095,003095,Family Support Visit,2024-10-10
0000003096,003096,Family Support Visit,2023-02-21
0000003096,003096,Family Support Visit,2023-06-17
0000003096,003096,Developmental Check,2022-10-29
0000003096,003096,Case Management,2023-02-16
0000003097,003097,Case Management,2022-08-27
0000003099,003099,Developmental Check,2022-01-27
0000003099,003099,Home Visit,2023-05-04
0000003100,003100,Family Support Visit,2023-10-03
0000003101,003101,Family Support Visit,2021-05-11
0000003102,003102,Family Support Visit,2024-05-02
0000003103,003103,Case Management,2019-03-25
0000003103,003103,Home Visit,2019-03-10
0000003103,003103,Developmental Check,2019-11-25
0000003103,003103,Case Management,2019-04-20
0000003103,003103,Family Support Visit,2019-11-21
0000003103,003103,Case Management,2019-02-28
0000003104,003104,Developmental Check,2019-08-15
0000003105,003105,Case Management,2024-12-15
0000003106,003106,Home Visit,2023-07-20
0000003106,003106,Home Visit,2024-12-21
0000003107,003107,Family Support Visit,2022-07-21
0000003107,003107,Developmental Check,2023-04-24
0000003107,003107,Family Support Visit,2021-11-10
0000003107,003107,Case Management,2022-11-22
0000003107,003107,Case Management,2022-07-25
0000003108,003108,Home Visit,2021-10-16
0000003108,003108,Case Management,2021-06-28
0000003108,003108,Developmental Check,2021-09-04
0000003109,003109,Family Support Visit,2020-04-30
0000003110,003110,Developmental Check,2021-06-10
0000003110,003110,Case Management,2019-05-23
0000003110,003110,Home Visit,2021-08-29
0000003111,003111,Family Support Visit,2021-09-13
0000003112,003112,Case Management,2021-12-22
0000003112,003112,Developmental Check,2024-05-02
0000003112,003112,Home Visit,2024-07-12
0000003113,003113,Family Support Visit,2019-05-24
0000003113,003113,Family Support Visit,2020-08-12
0000003114,003114,Family Support Visit,2020-08-20
0000003114,003114,Family Support Visit,2022-12-04
0000003114,003114,Case Management,2022-11-09
0000003114,003114,Developmental Check,2019-09-05
0000003115,003115,Home Visit,2021-04-30
0000003115,003115,Case Management,2020-12-19
0000003115,003115,Family Support Visit,2021-05-19
0000003116,003116,Family Support Visit,2020-10-24
0000003116,003116,Family Support Visit,2021-01-03
0000003116,003116,Home Visit,2021-08-28
0000003117,003117,Case Management,2024-01-04
0000003117,003117,Home Visit,2025-05-14
0000003117,003117,Case Management,2026-09-21
0000003118,003118,Case Management,2022-04-04
0000003119,003119,Family Support Visit,2026-04-06
0000003120,003120,Developmental Check,2023-08-09
0000003120,003120,Case Management,2022-07-05
0000003120,003120,Case Management,2024-06-08
0000003120,003120,Developmental Check,2022-06-30
0000003122,003122,Home Visit,2022-05-10
0000003122,003122,Case Management,2021-10-14
0000003123,003123,Case Management,2023-10-29
0000003123,003123,Home Visit,2024-04-23
0000003124,003124,Case Management,2020-12-13
0000003124,003124,Case Management,2020-06-03
0000003124,003124,Developmental Check,2020-10-07
0000003125,003125,Developmental Check,2023-03-16
0000003125,003125,Family Support Visit,2022-01-23
0000003126,003126,Developmental Check,2021-04-01
0000003127,003127,Case Management,2023-02-13
0000003127,003127,Developmental Check,2022-12-05
0000003127,003127,Case Management,2023-12-17
0000003127,003127,Family Support Visit,2024-03-04
0000003127,003127,Developmental Check,2024-03-29
0000003128,003128,Home Visit,2022-06-23
0000003129,003129,Case Management,2021-10-30
0000003129,003129,Developmental Check,2021-12-01
0000003129,003129,Case Management,2021-06-01
0000003129,003129,Case Management,2021-09-06
0000003129,003129,Case Management,2021-03-01
0000003129,003129,Case Management,2021-06-16
0000003130,003130,Case Management,2019-11-26
0000003130,003130,Developmental Check,2021-10-02
0000003131,003131,Family Support Visit,2021-05-22
0000003131,003131,Family Support Visit,2021-03-25
0000003131,003131,Case Management,2021-02-24
0000003131,003131,Home Visit,2021-03-12
0000003131,003131,Family Support Visit,2021-02-21
0000003132,003132,Case Management,2019-09-05
0000003132,003132,Family Support Visit,2019-08-19
0000003132,003132,Case Management,2020-01-23
0000003132,003132,Home Visit,2019-10-25
0000003132,003132,Developmental Check,2019-10-17
0000003132,003132,Case Management,2020-03-14
0000003133,003133,Case Management,2019-06-25
0000003133,003133,Case Management,2019-04-11
0000003133,003133,Family Support Visit,2019-06-17
0000003133,003133,Home Visit,2019-03-16
0000003134,003134,Home Visit,2024-01-14
0000003134,003134,Case Management,2023-05-24
0000003135,003135,Case Management,2020-01-12
0000003136,003136,Case Management,2021-12-07
0000003136,003136,Home Visit,2022-06-23
0000003136,003136,Family Support Visit,2021-10-14
0000003136,003136,Developmental Check,2022-04-13
0000003136,003136,Case Management,2022-01-05
0000003136,003136,Case Management,2022-04-12
0000003137,003137,Case Management,2020-07-31
0000003137,003137,Case Management,2019-10-20
0000003137,003137,Developmental Check,2021-06-13
0000003138,003138,Family Support Visit,2021-03-28
0000003138,003138,Developmental Check,2022-01-16
0000003139,003139,Developmental Check,2023-08-26
0000003139,003139,Family Support Visit,2021-05-05
0000003140,003140,Developmental Check,2023-11-03
0000003140,003140,Case Management,2024-06-22
0000003141,003141,Home Visit,2020-08-30
0000003141,003141,Family Support Visit,2021-01-02
0000003142,003142,Home Visit,2023-04-03
0000003142,003142,Developmental Check,2022-11-18
0000003144,003144,Case Management,2021-10-25
0000003144,003144,Case Management,2021-05-15
0000003145,003145,Case Management,2023-07-17
0000003146,003146,Home Visit,2020-09-07
0000003146,003146,Family Support Visit,2021-01-09
0000003146,003146,Developmental Check,2021-02-24
0000003147,003147,Case Management,2020-05-08
0000003147,003147,Developmental Check,2019-10-28
0000003147,003147,Case Management,2020-04-02
0000003147,003147,Family Support Visit,2021-03-23
0000003148,003148,Developmental Check,2022-09-02
0000003149,003149,Family Support Visit,2025-09-23
0000003149,003149,Family Support Visit,2022-12-01
0000003149,003149,Case Management,2026-02-22
0000003149,003149,Developmental Check,2025-03-04
0000003150,003150,Family Support Visit,2025-08-21
0000003151,003151,Home Visit,2024-07-18
0000003151,003151,Family Support Visit,2021-12-01
0000003152,003152,Home Visit,2023-12-04
0000003152,003152,Family Support Visit,2023-05-26
0000003152,003152,Home Visit,2022-12-30
0000003153,003153,Developmental Check,2021-10-19
0000003153,003153,Developmental Check,2022-08-17
0000003153,003153,Case Management,2021-12-18
0000003154,003154,Developmental Check,2021-06-05
0000003154,003154,Developmental Check,2023-03-31
0000003154,003154,Home Visit,2021-05-06
0000003156,003156,Case Management,2023-11-28
0000003157,003157,Family Support Visit,2021-07-12
0000003157,003157,Family Support Visit,2020-11-06
0000003157,003157,Family Support Visit,2022-02-20
0000003157,003157,Family Support Visit,2021-04-02
0000003158,003158,Family Support Visit,2020-07-06
0000003158,003158,Case Management,2019-06-18
0000003158,003158,Developmental Check,2019-09-25
0000003158,003158,Case Management,2020-09-02
0000003158,003158,Developmental Check,2019-12-18
0000003158,003158,Family Support Visit,2020-12-01
0000003160,003160,Home Visit,2020-05-17
0000003160,003160,Family Support Visit,2021-05-25
0000003160,003160,Developmental Check,2022-02-27
0000003160,003160,Case Management,2021-03-27
0000003160,003160,Home Visit,2020-10-01
0000003162,003162,Home Visit,2022-07-30
0000003162,003162,Developmental Check,2022-08-01
0000003163,003163,Family Support Visit,2022-01-30
0000003163,003163,Family Support Visit,2022-11-18
0000003163,003163,Family Support Visit,2022-11-20
0000003165,003165,Developmental Check,2023-03-22
0000003166,003166,Home Visit,2021-08-20
0000003167,003167,Family Support Visit,2023-05-23
0000003167,003167,Family Support Visit,2026-03-06
0000003168,003168,Family Support Visit,2020-10-25
0000003168,003168,Family Support Visit,2019-07-11
0000003169,003169,Developmental Check,2026-11-10
0000003170,003170,Developmental Check,2022-09-02
0000003171,003171,Family Support Visit,2021-05-07
0000003171,003171,Family Support Visit,2019-10-26
0000003172,003172,Home Visit,2022-03-26
0000003172,003172,Home Visit,2022-03-24
0000003172,003172,Home Visit,2021-04-24
0000003172,003172,Home Visit,2020-11-07
0000003173,003173,Home Visit,2020-12-24
0000003175,003175,Case Management,2023-09-07
0000003175,003175,Developmental Check,2023-10-01
0000003177,003177,Family Support Visit,2023-02-06
0000003177,003177,Family Support Visit,2022-09-13
0000003177,003177,Family Support Visit,2023-03-10
0000003177,003177,Developmental Check,2022-12-20
0000003178,003178,Case Management,2023-08-08
0000003180,003180,Home Visit,2025-04-12
0000003180,003180,Family Support Visit,2025-02-01
0000003181,003181,Family Support Visit,2021-01-14
0000003181,003181,Family Support Visit,2021-02-26
0000003181,003181,Case Management,2021-02-10
0000003182,003182,Home Visit,2021-09-19
0000003182,003182,Case Management,2020-04-19
0000003183,003183,Home Visit,2024-10-13
0000003183,003183,Family Support Visit,2023-03-07
0000003184,003184,Developmental Check,2023-03-10
0000003186,003186,Developmental Check,2021-09-25
0000003187,003187,Family Support Visit,2022-05-16
0000003187,003187,Developmental Check,2023-11-02
0000003187,003187,Developmental Check,2022-04-07
0000003188,003188,Family Support Visit,2022-06-24
0000003190,003190,Family Support Visit,2021-01-14
0000003190,003190,Family Support Visit,2022-11-21
0000003190,003190,Case Management,2022-10-26
0000003190,003190,Case Management,2023-06-25
0000003191,003191,Family Support Visit,2021-09-15
0000003191,003191,Case Management,2022-09-11
0000003191,003191,Case Management,2021-07-25
0000003191,003191,Developmental Check,2021-12-16
0000003191,003191,Developmental Check,2022-07-25
0000003192,003192,Home Visit,2025-05-14
0000003192,003192,Developmental Check,2022-04-27
0000003192,003192,Developmental Check,2022-04-01
0000003192,003192,Home Visit,2021-03-29
0000003193,003193,Home Visit,2022-08-09
0000003193,003193,Developmental Check,2022-12-19
0000003194,003194,Family Support Visit,2023-07-06
0000003196,003196,Developmental Check,2022-09-13
0000003197,003197,Family Support Visit,2022-05-18
0000003197,003197,Home Visit,2023-02-10
0000003197,003197,Family Support Visit,2023-06-03
0000003198,003198,Home Visit,2023-08-06
0000003199,003199,Developmental Check,2021-07-12
0000003199,003199,Home Visit,2021-11-04
0000003200,003200,Family Support Visit,2023-09-28
0000003200,003200,Family Support Visit,2023-05-03
0000003200,003200,Case Management,2022-05-10
0000003200,003200,Case Management,2022-07-25
0000003200,003200,Home Visit,2022-12-11
0000003200,003200,Case Management,2023-07-03
0000003201,003201,Home Visit,2023-02-01
0000003202,003202,Case Management,2023-04-25
0000003202,003202,Home Visit,2024-05-30
0000003203,003203,Family Support Visit,2022-01-13
0000003204,003204,Case Management,2019-12-13
0000003204,003204,Home Visit,2020-11-09
0000003204,003204,Case Management,2020-12-25
0000003205,003205,Case Management,2023-11-19
0000003205,003205,Family Support Visit,2024-01-06
0000003205,003205,Home Visit,2022-12-17
0000003206,003206,Case Management,2022-07-08
0000003208,003208,Family Support Visit,2020-12-22
0000003209,003209,Home Visit,2020-04-09
0000003209,003209,Home Visit,2020-03-06
0000003209,003209,Family Support Visit,2020-05-12
0000003209,003209,Home Visit,2020-03-17
0000003209,003209,Family Support Visit,2020-02-23
0000003210,003210,Family Support Visit,2021-08-09
0000003210,003210,Family Support Visit,2021-06-14
0000003210,003210,Case Management,2021-06-25
0000003210,003210,Family Support Visit,2021-07-07
0000003211,003211,Home Visit,2021-06-10
