Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000001998,001998,First Steps,2022-08-09,2022-08-24,2024-10-24,No,48,Early Intervention,State
0000001999,001999,Early Head Start,2021-01-20,2021-01-28,2023-08-18,No,63,,Private
0000001999,001999,Head Start,2023-09-17,2023-09-27,2024-10-31,No,132,Pre-K,State
0000001999,001999,Early Intervention,2020-05-03,2020-05-12,2022-03-11,No,11,Early Intervention,Private
0000002000,002000,Home Visiting,2022-10-12,2022-10-20,2024-06-17,Yes,11,,Private
0000002001,002001,Childcare Subsidy,2021-09-07,2021-10-04,2023-10-01,No,106,,Local
0000002001,002001,Child Care,2023-10-11,2023-10-15,2025-04-12,No,129,,State
0000002001,002001,Child Care,2025-05-04,2025-05-27,2026-10-09,No,68,,State
0000002002,002002,Childcare Subsidy,2020-09-13,2020-09-17,2021-12-26,No,91,,State
0000002002,002002,Child Care,2022-02-20,2022-03-08,2023-09-11,No,119,,State
0000002003,002003,Early Intervention,2020-10-13,2020-10-22,2021-07-26,No,19,Early Intervention,Private
0000002004,002004,Child Care,2022-01-11,2022-02-01,2022-11-03,No,96,,Private
0000002004,002004,Child Care,2022-11-20,2022-12-03,2023-06-15,No,92,,Local
0000002004,002004,Early Head Start,2023-06-17,2023-07-13,2024-02-06,No,117,,Private
0000002005,002005,Early Head Start,2020-01-17,2020-01-19,2022-06-10,No,100,,Private
0000002005,002005,Early Intervention,2022-06-16,2022-07-01,2024-08-01,No,29,Early Intervention,Private
0000002005,002005,Head Start,2024-08-14,2024-09-06,2025-05-02,No,177,Pre-K,Private
0000002006,002006,Child Care,2019-06-19,2019-06-20,2020-10-14,No,141,,Private
0000002006,002006,Childcare Subsidy,2020-11-10,2020-11-22,2022-03-20,No,164,,Federal
0000002007,002007,Home Visiting,2019-11-13,2019-12-05,2020-08-28,Yes,21,,Federal
0000002008,002008,Early Head Start,2021-05-09,2021-05-11,2022-05-07,No,157,,Federal
0000002008,002008,Early Head Start,2022-08-24,2022-09-11,2023-07-11,No,124,,Private
0000002009,002009,Early Intervention,2020-02-14,2020-02-26,2021-04-28,No,29,Early Intervention,Local
0000002010,002010,Early Head Start,2021-06-17,2021-07-11,2022-12-19,No,185,,Private
0000002010,002010,Child Care,2023-03-17,2023-03-19,2024-11-17,No,105,,Local
0000002011,002011,Home Visiting,2021-04-04,2021-04-23,2023-09-09,Yes,6,,Private
0000002012,002012,First Steps,2019-05-20,2019-05-30,2021-08-01,No,33,Early Intervention,Federal
0000002013,002013,Child Care,2022-10-15,2022-10-28,2023-07-08,No,84,,State
0000002013,002013,Child Care,2023-07-19,2023-07-30,2024-03-17,No,36,,Federal
0000002014,002014,Early Head Start,2021-10-21,2021-11-07,2022-10-27,No,121,,Local
0000002015,002015,Childcare Subsidy,2022-10-11,2022-10-28,2023-05-21,No,53,,Federal
0000002016,002016,Childcare Subsidy,2019-12-08,2020-01-07,2021-11-11,No,155,,Private
0000002016,002016,Child Care,2022-02-05,2022-02-15,2023-02-14,No,149,,Local
0000002017,002017,Early Intervention,2022-07-31,2022-08-06,2025-04-14,No,15,Early Intervention,Private
0000002018,002018,First Steps,2021-05-03,2021-05-24,2023-06-15,No,11,Early Intervention,Local
0000002018,002018,Head Start,2023-06-20,2023-07-03,2025-07-12,No,108,Pre-K,Federal
0000002019,002019,Child Care,2020-12-03,2020-12-31,2021-08-10,No,67,,Federal
0000002019,002019,Child Care,2021-01-30,2021-02-14,2022-05-21,No,90,,State
0000002020,002020,Home Visiting,2020-12-17,2020-12-28,2021-05-15,Yes,4,,State
0000002021,002021,Home Visiting,2021-01-17,2021-01-24,2023-05-11,Yes,15,,Private
0000002022,002022,Early Intervention,2019-08-19,2019-09-04,2021-01-05,No,38,Early Intervention,Private
0000002023,002023,Early Head Start,2020-01-17,2020-01-24,2021-02-19,No,157,,Private
0000002024,002024,Early Head Start,2022-10-31,2022-11-01,2025-05-04,No,192,,Private
0000002025,002025,Home Visiting,2020-11-28,2020-12-02,2021-08-12,Yes,3,,Local
0000002026,002026,Childcare Subsidy,2022-10-22,2022-11-06,2025-06-05,No,95,,Local
0000002027,002027,Early Head Start,2022-04-08,2022-05-08,2023-12-03,No,148,,Private
0000002028,002028,First Steps,2019-10-10,2019-10-19,2020-06-29,No,12,Early Intervention,Private
0000002028,002028,Early Intervention,2020-07-24,2020-07-28,2021-07-14,No,23,Early Intervention,Local
0000002029,002029,Child Care,2018-03-18,2018-04-06,2020-12-30,No,133,,Private
0000002030,002030,First Steps,2021-02-13,2021-03-06,2022-03-31,No,36,Early Intervention,State
0000002030,002030,Childcare Subsidy,2022-06-05,2022-06-22,2023-10-20,No,154,,Federal
0000002030,002030,State Pre-K,2024-01-13,2024-01-30,2024-11-06,No,116,Pre-K,State
0000002031,002031,Early Head Start,2019-08-24,2019-09-19,2020-03-16,No,131,,State
0000002031,002031,Childcare Subsidy,2020-03-29,2020-04-16,2020-09-25,No,48,,Local
0000002031,002031,First Steps,2020-10-14,2020-11-09,2021-05-29,No,36,Early Intervention,State
0000002032,002032,Home Visiting,2020-01-14,2020-02-03,2020-08-19,Yes,11,,Private
0000002032,002032,Early Head Start,2020-08-29,2020-09-13,2021-12-29,No,76,,State
0000002033,002033,Childcare Subsidy,2022-01-25,2022-02-05,2024-01-24,No,135,,Federal
0000002034,002034,Early Intervention,2020-12-08,2020-12-23,2022-06-07,No,17,Early Intervention,Private
0000002035,002035,Early Intervention,2022-04-14,2022-04-25,2022-08-11,No,38,Early Intervention,Private
0000002036,002036,First Steps,2022-10-23,2022-10-30,2024-10-15,No,24,Early Intervention,Local
0000002037,002037,Early Intervention,2020-05-28,2020-06-26,2022-06-24,No,30,Early Intervention,Private
0000002037,002037,Child Care,2020-07-26,2020-08-10,2023-07-03,No,149,,State
0000002038,002038,Early Intervention,2020-02-22,2020-03-03,2021-12-02,No,34,Early Intervention,Private
0000002038,002038,Home Visiting,2021-12-19,2022-01-14,2023-04-14,Yes,13,,Private
0000002039,002039,Childcare Subsidy,2021-01-04,2021-01-26,2022-08-07,No,200,,Federal
0000002040,002040,Child Care,2021-12-29,2022-01-14,2023-08-18,No,121,,State
0000002040,002040,State Pre-K,2023-09-05,2023-09-21,2024-10-23,No,106,Pre-K,Local
0000002041,002041,Child Care,2020-11-18,2020-11-29,2022-04-17,No,187,,State
0000002041,002041,Home Visiting,2022-04-20,2022-05-10,2024-01-06,Yes,25,,Federal
0000002041,002041,State Pre-K,2024-01-11,2024-01-31,2026-03-14,No,161,Pre-K,State
0000002042,002042,Early Intervention,2022-02-23,2022-03-16,2023-09-07,No,14,Early Intervention,Local
0000002042,002042,Home Visiting,2023-09-12,2023-09-14,2025-06-27,Yes,15,,State
0000002043,002043,First Steps,2020-09-29,2020-10-29,2021-02-04,No,6,Early Intervention,Federal
0000002043,002043,Early Intervention,2020-11-28,2020-12-13,2022-01-30,No,19,Early Intervention,State
0000002043,002043,Child Care,2022-02-18,2022-03-16,2022-12-26,No,41,,Local
0000002044,002044,Home Visiting,2021-05-09,2021-05-17,2022-06-29,Yes,26,,Federal
0000002045,002045,Early Intervention,2022-07-30,2022-08-08,2025-06-14,No,40,Early Intervention,Federal
0000002045,002045,Head Start,2025-07-11,2025-07-20,2027-06-04,No,92,Pre-K,State
0000002046,002046,Childcare Subsidy,2020-05-12,2020-05-28,2021-04-13,No,57,,Private
0000002047,002047,Home Visiting,2018-11-16,2018-11-30,2020-02-02,Yes,24,,Private
0000002047,002047,Home Visiting,2020-02-14,2020-03-01,2021-12-06,Yes,4,,Federal
0000002048,002048,Early Head Start,2020-02-04,2020-03-04,2021-01-21,No,119,,Federal
0000002048,002048,Early Intervention,2021-02-17,2021-03-18,2023-03-05,No,25,Early Intervention,Federal
0000002048,002048,Child Care,2023-03-13,2023-03-28,2023-10-02,No,49,,State
0000002049,002049,First Steps,2023-03-11,2023-03-21,2024-10-30,No,23,Early Intervention,Federal
0000002050,002050,Childcare Subsidy,2020-05-17,2020-06-14,2022-03-12,No,90,,Local
0000002051,002051,Home Visiting,2019-09-27,2019-10-24,2021-07-24,Yes,4,,State
0000002052,002052,Child Care,2020-05-06,2020-06-05,2022-01-17,No,145,,Local
0000002053,002053,Childcare Subsidy,2020-07-19,2020-07-22,2022-01-15,No,119,,Federal
0000002053,002053,Child Care,2022-01-25,2022-02-03,2024-12-18,No,187,,Local
0000002054,002054,Early Head Start,2020-10-03,2020-10-23,2022-02-21,No,78,,Private
0000002055,002055,Child Care,2021-04-11,2021-04-20,2021-12-04,No,40,,Federal
0000002055,002055,Early Intervention,2021-05-20,2021-06-04,2022-04-22,No,39,Early Intervention,Federal
0000002056,002056,First Steps,2022-03-02,2022-03-09,2023-09-15,No,37,Early Intervention,Federal
0000002057,002057,Early Head Start,2019-07-24,2019-08-02,2020-08-27,No,90,,Federal
0000002057,002057,First Steps,2020-09-13,2020-09-24,2022-07-08,No,19,Early Intervention,Federal
0000002057,002057,Childcare Subsidy,2022-07-28,2022-08-24,2023-12-21,No,152,,Private
0000002058,002058,Home Visiting,2019-12-10,2019-12-27,2021-10-27,Yes,9,,Private
0000002059,002059,First Steps,2018-12-12,2019-01-07,2019-10-25,No,19,Early Intervention,Federal
0000002059,002059,Childcare Subsidy,2019-11-06,2019-11-29,2020-08-25,No,99,,Federal
0000002059,002059,Early Intervention,2020-09-14,2020-09-24,2021-07-28,No,12,Early Intervention,Private
0000002060,002060,Child Care,2020-03-11,2020-03-23,2021-03-07,No,73,,Private
0000002061,002061,Home Visiting,2019-10-19,2019-10-29,2020-07-17,Yes,9,,Federal
0000002061,002061,Child Care,2020-11-03,2020-11-08,2021-12-14,No,53,,Federal
0000002062,002062,Home Visiting,2020-01-13,2020-01-19,2021-12-16,Yes,22,,Federal
0000002062,002062,Head Start,2022-01-21,2022-02-06,2023-07-07,No,95,Pre-K,Local
0000002062,002062,Childcare Subsidy,2019-01-16,2019-02-05,2020-12-01,No,60,,State
0000002062,002062,First Steps,2021-01-07,2021-02-06,2021-12-08,No,37,Early Intervention,Local
0000002063,002063,First Steps,2018-05-24,2018-06-20,2020-06-20,No,25,Early Intervention,Local
0000002063,002063,Early Head Start,2020-08-13,2020-09-03,2023-01-12,No,53,,Federal
0000002064,002064,First Steps,2020-07-16,2020-07-20,2021-09-02,No,12,Early Intervention,State
0000002064,002064,Child Care,2021-11-25,2021-12-20,2022-12-28,No,119,,Federal
0000002065,002065,Home Visiting,2021-12-21,2022-01-19,2024-05-25,Yes,8,,Local
0000002065,002065,State Pre-K,2024-06-21,2024-07-09,2025-09-24,No,82,Pre-K,Private
0000002066,002066,Early Head Start,2022-04-20,2022-04-28,2023-09-09,No,45,,State
0000002066,002066,First Steps,2023-12-29,2023-12-31,2025-11-29,No,42,Early Intervention,Private
0000002067,002067,Early Head Start,2021-04-16,2021-04-21,2022-12-12,No,43,,Federal
0000002067,002067,Child Care,2023-01-10,2023-01-18,2024-06-25,No,176,,Private
0000002067,002067,Head Start,2024-07-22,2024-08-18,2025-09-11,No,126,Pre-K,State
0000002067,002067,Childcare Subsidy,2021-03-14,2021-03-15,2021-11-15,No,132,,Private
0000002068,002068,Child Care,2018-04-09,2018-04-25,2019-10-08,No,153,,Federal
0000002068,002068,First Steps,2020-01-22,2020-02-02,2020-12-22,No,24,Early Intervention,State
0000002069,002069,Early Head Start,2021-06-26,2021-07-03,2023-03-31,No,168,,Local
0000002070,002070,Child Care,2019-03-27,2019-04-16,2021-04-03,No,160,,Federal
0000002071,002071,Childcare Subsidy,2023-04-21,2023-05-16,2025-01-06,No,87,,State
0000002071,002071,Childcare Subsidy,2025-01-28,2025-02-19,2026-07-10,No,64,,Federal
0000002071,002071,Child Care,2022-07-24,2022-08-21,2023-05-12,No,97,,State
0000002071,002071,Childcare Subsidy,2023-05-16,2023-06-08,2025-01-08,No,65,,Federal
0000002071,002071,Head Start,2025-01-21,2025-02-14,2025-11-30,No,110,Pre-K,Federal
0000002072,002072,First Steps,2021-04-23,2021-05-11,2021-10-07,No,18,Early Intervention,Private
0000002073,002073,Home Visiting,2020-01-10,2020-01-16,2020-06-12,Yes,7,,Private
0000002074,002074,Childcare Subsidy,2021-08-25,2021-09-07,2022-01-01,No,130,,Federal
0000002074,002074,Early Intervention,2022-01-25,2022-02-10,2022-06-27,No,30,Early Intervention,Local
0000002075,002075,Child Care,2020-05-12,2020-05-28,2021-03-26,No,145,,Federal
0000002075,002075,Early Intervention,2021-04-18,2021-05-08,2022-08-28,No,11,Early Intervention,Federal
0000002076,002076,Child Care,2019-02-23,2019-03-23,2020-03-13,No,181,,Federal
0000002077,002077,Early Head Start,2020-08-17,2020-08-25,2021-09-06,No,170,,State
0000002077,002077,Early Intervention,2022-01-03,2022-01-28,2024-03-15,No,55,Early Intervention,Local
0000002078,002078,Childcare Subsidy,2022-03-07,2022-03-21,2024-02-11,No,84,,Local
0000002079,002079,Childcare Subsidy,2020-01-03,2020-01-09,2021-09-26,No,54,,Local
0000002079,002079,Early Head Start,2021-09-27,2021-09-30,2023-05-13,No,80,,Private
0000002079,002079,Child Care,2023-05-20,2023-06-01,2024-06-14,No,114,,Private
0000002080,002080,Early Intervention,2020-05-30,2020-06-22,2021-12-15,No,39,Early Intervention,State
0000002080,002080,Early Head Start,2022-01-26,2022-01-29,2024-07-19,No,152,,Federal
0000002081,002081,First Steps,2022-02-11,2022-02-25,2023-02-14,No,11,Early Intervention,Local
0000002081,002081,Child Care,2023-05-15,2023-05-26,2024-07-08,No,134,,Federal
0000002082,002082,First Steps,2019-01-05,2019-01-31,2020-04-11,No,16,Early Intervention,State
0000002082,002082,Childcare Subsidy,2020-04-17,2020-04-27,2023-02-01,No,125,,Private
0000002082,002082,State Pre-K,2023-02-17,2023-03-13,2023-12-18,No,149,Pre-K,State
0000002083,002083,Child Care,2020-08-26,2020-09-24,2023-01-17,No,153,,Private
0000002084,002084,Child Care,2020-12-17,2021-01-15,2023-07-26,No,181,,Private
0000002084,002084,First Steps,2023-10-12,2023-10-30,2025-02-08,No,25,Early Intervention,State
0000002085,002085,Child Care,2019-04-11,2019-05-02,2020-12-01,No,123,,Federal
0000002086,002086,Early Head Start,2020-05-03,2020-05-17,2021-12-25,No,100,,Private
0000002086,002086,Childcare Subsidy,2022-01-16,2022-02-14,2022-09-12,No,64,,State
0000002087,002087,First Steps,2020-10-15,2020-10-23,2022-08-25,No,46,Early Intervention,Private
0000002087,002087,Child Care,2022-10-17,2022-10-18,2024-01-04,No,201,,Federal
0000002088,002088,Childcare Subsidy,2019-06-20,2019-07-20,2021-04-30,No,151,,Local
0000002088,002088,Childcare Subsidy,2021-05-30,2021-06-19,2023-02-20,No,185,,Local
0000002089,002089,Child Care,2019-08-31,2019-09-22,2019-12-02,No,113,,State
0000002090,002090,First Steps,2021-10-14,2021-10-15,2023-01-19,No,44,Early Intervention,Local
0000002090,002090,Child Care,2023-02-14,2023-03-09,2025-03-22,No,49,,Private
0000002091,002091,First Steps,2018-12-28,2019-01-01,2021-03-08,No,24,Early Intervention,Private
0000002091,002091,Childcare Subsidy,2021-03-15,2021-04-14,2023-08-13,No,167,,Local
0000002092,002092,Early Head Start,2019-07-18,2019-07-30,2020-04-05,No,104,,Local
0000002092,002092,Child Care,2020-05-05,2020-05-12,2021-09-21,No,105,,Federal
0000002092,002092,Head Start,2021-09-22,2021-10-10,2022-11-27,No,107,Pre-K,Federal
0000002093,002093,Child Care,2022-07-31,2022-08-19,2023-05-25,No,49,,Local
0000002093,002093,Early Head Start,2023-06-01,2023-06-26,2025-05-22,No,96,,State
0000002094,002094,Childcare Subsidy,2019-03-04,2019-03-05,2020-04-12,No,68,,Federal
0000002094,002094,Early Intervention,2020-05-01,2020-05-24,2022-05-11,No,8,Early Intervention,State
0000002094,002094,Child Care,2022-06-07,2022-06-29,2023-10-18,No,48,,State
0000002095,002095,Child Care,2020-12-04,2020-12-07,2021-07-17,No,70,,State
0000002095,002095,Child Care,2021-07-22,2021-07-27,2022-02-01,No,76,,Federal
0000002096,002096,Early Head Start,2020-06-04,2020-06-14,2021-08-03,No,68,,Private
0000002097,002097,Childcare Subsidy,2020-05-07,2020-05-31,2022-02-12,No,163,,State
0000002098,002098,Childcare Subsidy,2020-11-02,2020-11-27,2021-06-04,No,96,,Federal
0000002098,002098,Early Head Start,2021-06-24,2021-07-02,2021-11-27,No,74,,State
0000002099,002099,Childcare Subsidy,2023-03-19,2023-04-15,2024-03-25,No,46,,Federal
0000002100,002100,Childcare Subsidy,2021-08-20,2021-09-08,2023-01-17,No,186,,State
0000002100,002100,Head Start,2023-03-20,2023-04-06,2024-11-02,No,94,Pre-K,State
0000002100,002100,Childcare Subsidy,2020-11-10,2020-12-05,2023-06-01,No,173,,State
0000002101,002101,Child Care,2023-11-11,2023-11-20,2025-01-25,No,164,,Private
0000002102,002102,First Steps,2021-09-23,2021-10-20,2023-06-02,No,45,Early Intervention,Private
0000002103,002103,Early Head Start,2021-01-14,2021-02-10,2021-12-20,No,105,,Private
0000002103,002103,Child Care,2022-01-16,2022-01-17,2022-10-26,No,143,,Local
0000002104,002104,Childcare Subsidy,2023-10-05,2023-10-13,2024-09-21,No,141,,Local
0000002105,002105,Early Intervention,2019-11-11,2019-12-01,2021-03-05,No,45,Early Intervention,Federal
0000002105,002105,Home Visiting,2021-03-23,2021-04-22,2022-07-13,Yes,17,,Local
0000002106,002106,First Steps,2021-09-27,2021-10-21,2022-12-24,No,27,Early Intervention,Local
0000002106,002106,Early Intervention,2023-01-02,2023-01-24,2023-08-07,No,9,Early Intervention,State
0000002106,002106,Home Visiting,2023-09-06,2023-09-16,2024-10-13,Yes,19,,State
0000002106,002106,State Pre-K,2024-11-10,2024-12-02,2026-01-05,No,119,Pre-K,Local
0000002107,002107,Childcare Subsidy,2019-10-22,2019-10-23,2020-05-13,No,66,,State
0000002108,002108,Childcare Subsidy,2020-07-01,2020-07-29,2020-11-23,No,102,,Federal
0000002108,002108,Childcare Subsidy,2020-12-14,2021-01-11,2021-04-27,No,78,,Local
0000002108,002108,Early Intervention,2021-05-20,2021-05-25,2022-03-30,No,30,Early Intervention,Private
0000002109,002109,Early Intervention,2023-05-28,2023-06-15,2025-02-01,No,9,Early Intervention,Private
0000002109,002109,Child Care,2025-02-25,2025-03-21,2026-12-18,No,162,,Private
0000002109,002109,Early Head Start,2022-07-28,2022-08-06,2024-12-28,No,86,,Local
0000002110,002110,Early Intervention,2019-07-18,2019-08-16,2020-02-26,No,30,Early Intervention,Private
0000002111,002111,Early Intervention,2023-12-05,2023-12-20,2025-03-13,No,22,Early Intervention,Federal
0000002111,002111,State Pre-K,2025-04-10,2025-04-23,2026-09-15,No,127,Pre-K,Federal
0000002111,002111,Child Care,2026-10-12,2026-11-09,2027-06-15,No,73,,Local
0000002112,002112,Home Visiting,2021-02-03,2021-02-10,2021-10-03,Yes,21,,Private
0000002112,002112,Early Head Start,2021-10-13,2021-11-03,2023-02-02,No,164,,Local
0000002112,002112,Early Intervention,2023-02-08,2023-02-14,2024-09-03,No,11,Early Intervention,State
0000002113,002113,First Steps,2019-12-06,2019-12-09,2021-04-28,No,13,Early Intervention,Local
0000002114,002114,Childcare Subsidy,2020-06-08,2020-06-29,2021-03-26,No,130,,Private
0000002114,002114,Childcare Subsidy,2021-07-12,2021-07-18,2022-02-04,No,62,,State
0000002115,002115,Child Care,2020-02-19,2020-03-07,2021-04-28,No,185,,Private
0000002116,002116,Early Head Start,2022-12-17,2023-01-11,2024-11-24,No,169,,Federal
0000002117,002117,Early Head Start,2021-12-06,2021-12-07,2024-07-07,No,97,,Local
0000002117,002117,State Pre-K,2024-07-23,2024-08-14,2025-08-18,No,149,Pre-K,State
0000002118,002118,Early Head Start,2020-09-13,2020-09-28,2021-12-22,No,119,,Local
0000002118,002118,Home Visiting,2021-12-27,2022-01-05,2023-04-26,Yes,10,,Private
0000002118,002118,Childcare Subsidy,2023-05-19,2023-05-31,2024-01-15,No,56,,State
0000002119,002119,First Steps,2022-03-21,2022-04-17,2024-05-19,No,45,Early Intervention,Local
0000002119,002119,Early Intervention,2024-06-03,2024-06-28,2026-10-09,No,29,Early Intervention,Federal
0000002119,002119,First Steps,2022-08-22,2022-09-20,2023-09-30,No,37,Early Intervention,Federal
0000002120,002120,Early Intervention,2020-02-13,2020-03-01,2021-12-28,No,26,Early Intervention,Federal
0000002121,002121,Home Visiting,2021-01-17,2021-01-21,2022-07-18,Yes,9,,State
0000002122,002122,Early Head Start,2022-01-10,2022-01-21,2023-10-30,No,45,,Private
0000002123,002123,Home Visiting,2022-10-08,2022-11-04,2025-01-16,Yes,8,,Private
