Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000002728,002728,Child Care,2020-12-12,2020-12-19,2022-04-30,No,105,,Federal
0000002729,002729,Childcare Subsidy,2021-08-16,2021-09-02,2022-03-17,No,54,,Local
0000002730,002730,Childcare Subsidy,2019-06-11,2019-06-18,2021-06-06,No,144,,Local
0000002731,002731,Early Intervention,2020-12-12,2020-12-13,2022-01-21,No,14,Early Intervention,Federal
0000002732,002732,Childcare Subsidy,2018-03-25,2018-04-21,2019-06-02,No,124,,Federal
0000002732,002732,Childcare Subsidy,2019-06-14,2019-06-26,2020-09-01,No,98,,Local
0000002733,002733,Home Visiting,2020-11-21,2020-11-26,2021-05-08,Yes,20,,State
0000002734,002734,Early Intervention,2021-09-30,2021-10-30,2022-10-10,No,33,Early Intervention,Private
0000002734,002734,Early Intervention,2022-11-05,2022-11-09,2024-02-29,No,23,Early Intervention,Federal
0000002735,002735,Childcare Subsidy,2019-11-27,2019-12-21,2021-03-02,No,139,,State
0000002735,002735,Child Care,2020-01-20,2020-02-04,2022-10-07,No,101,,Local
0000002736,002736,Home Visiting,2022-02-01,2022-02-09,2023-05-01,Yes,8,,State
0000002737,002737,Home Visiting,2020-05-05,2020-06-01,2021-02-27,Yes,23,,State
0000002737,002737,Child Care,2020-07-01,2020-07-16,2022-01-24,No,153,,State
0000002738,002738,First Steps,2021-10-07,2021-10-15,2024-03-12,No,18,Early Intervention,Local
0000002738,002738,Child Care,2024-06-29,2024-07-04,2026-07-15,No,163,,State
0000002739,002739,Childcare Subsidy,2022-05-17,2022-06-15,2025-01-21,No,154,,Private
0000002740,002740,Child Care,2019-09-17,2019-09-18,2021-07-07,No,124,,Private
0000002740,002740,Child Care,2021-10-06,2021-10-19,2022-10-12,No,113,,Local
0000002741,002741,First Steps,2019-07-14,2019-07-22,2020-06-30,No,32,Early Intervention,Local
0000002741,002741,Childcare Subsidy,2020-07-22,2020-07-31,2021-03-08,No,68,,Local
0000002742,002742,Childcare Subsidy,2021-01-08,2021-01-17,2022-05-11,No,155,,Local
0000002743,002743,First Steps,2020-11-28,2020-12-22,2021-06-24,No,20,Early Intervention,Local
0000002743,002743,Early Intervention,2021-07-03,2021-07-25,2021-09-30,No,7,Early Intervention,State
0000002743,002743,Home Visiting,2021-10-30,2021-11-09,2022-04-24,Yes,13,,State
0000002743,002743,First Steps,2022-05-22,2022-06-13,2022-11-29,No,27,Early Intervention,Local
0000002744,002744,Childcare Subsidy,2022-12-31,2023-01-01,2024-01-24,No,80,,State
0000002744,002744,Childcare Subsidy,2024-02-08,2024-02-28,2026-07-06,No,76,,Local
0000002744,002744,Head Start,2026-07-31,2026-08-18,2027-03-27,No,89,Pre-K,Local
0000002745,002745,Child Care,2019-07-06,2019-07-11,2021-11-20,No,191,,Private
0000002745,002745,Child Care,2021-12-10,2021-12-27,2024-05-04,No,178,,Federal
0000002745,002745,Early Head Start,2020-02-03,2020-02-12,2022-04-25,No,162,,Private
0000002746,002746,Childcare Subsidy,2021-04-15,2021-05-15,2024-01-22,No,141,,Federal
0000002746,002746,Head Start,2024-04-14,2024-05-03,2025-01-14,No,79,Pre-K,Private
0000002747,002747,Home Visiting,2020-07-09,2020-07-31,2023-06-24,Yes,4,,Private
0000002748,002748,Child Care,2019-06-12,2019-06-17,2020-04-29,No,123,,Private
0000002748,002748,Early Intervention,2020-05-22,2020-05-23,2022-01-25,No,13,Early Intervention,Local
0000002748,002748,Home Visiting,2022-02-02,2022-02-12,2023-03-26,Yes,4,,State
0000002748,002748,Child Care,2023-04-19,2023-05-04,2024-08-19,No,102,,Local
0000002748,002748,Home Visiting,2020-04-25,2020-04-27,2021-04-18,Yes,23,,Federal
0000002749,002749,Child Care,2023-05-24,2023-06-10,2025-04-20,No,91,,Local
0000002749,002749,Head Start,2025-04-23,2025-05-13,2026-11-06,No,129,Pre-K,Local
0000002750,002750,Childcare Subsidy,2019-02-07,2019-02-28,2020-10-21,No,159,,Private
0000002750,002750,Childcare Subsidy,2021-01-07,2021-01-13,2022-04-21,No,83,,State
0000002751,002751,Child Care,2022-02-22,2022-03-11,2023-05-02,No,185,,Private
0000002752,002752,Early Head Start,2021-01-21,2021-02-15,2021-09-22,No,114,,Federal
0000002753,002753,Early Head Start,2022-10-19,2022-10-20,2023-10-04,No,66,,Local
0000002754,002754,Early Intervention,2020-04-03,2020-04-18,2021-09-19,No,40,Early Intervention,Federal
0000002754,002754,First Steps,2021-10-12,2021-10-21,2023-12-13,No,36,Early Intervention,Local
0000002755,002755,Home Visiting,2020-05-15,2020-06-07,2023-05-02,Yes,12,,Federal
0000002755,002755,Childcare Subsidy,2023-05-15,2023-05-27,2024-07-14,No,63,,State
0000002756,002756,First Steps,2021-04-03,2021-04-30,2022-11-29,No,42,Early Intervention,Local
0000002756,002756,Early Intervention,2022-12-14,2023-01-08,2024-10-17,No,27,Early Intervention,Federal
0000002757,002757,Child Care,2018-12-19,2019-01-11,2019-11-06,No,69,,Private
0000002758,002758,Home Visiting,2021-09-21,2021-10-07,2022-12-21,Yes,12,,Local
0000002759,002759,Early Head Start,2021-08-22,2021-08-28,2023-03-12,No,96,,Local
0000002759,002759,Childcare Subsidy,2023-03-13,2023-03-27,2025-03-12,No,54,,Local
0000002760,002760,Childcare Subsidy,2020-09-11,2020-09-21,2023-01-07,No,56,,Private
0000002761,002761,Home Visiting,2020-03-04,2020-03-18,2022-03-01,Yes,18,,Federal
0000002761,002761,Childcare Subsidy,2022-05-19,2022-05-26,2024-08-16,No,77,,Private
0000002762,002762,Early Intervention,2022-10-21,2022-11-02,2024-05-31,No,28,Early Intervention,Local
0000002762,002762,Childcare Subsidy,2024-06-28,2024-07-03,2025-06-04,No,157,,Federal
0000002762,002762,State Pre-K,2025-06-24,2025-07-19,2026-12-05,No,74,Pre-K,Federal
0000002762,002762,Early Head Start,2022-09-24,2022-09-30,2023-05-16,No,123,,Local
0000002762,002762,Child Care,2023-05-18,2023-05-23,2024-06-30,No,88,,State
0000002763,002763,Childcare Subsidy,2020-03-19,2020-04-04,2020-12-19,No,96,,Federal
0000002763,002763,Early Intervention,2020-12-25,2021-01-10,2021-08-25,No,38,Early Intervention,Local
0000002763,002763,Early Head Start,2021-09-03,2021-09-04,2022-02-17,No,116,,Local
0000002764,002764,Home Visiting,2021-08-11,2021-08-25,2022-03-11,Yes,7,,State
0000002765,002765,Home Visiting,2021-05-15,2021-05-24,2023-03-19,Yes,10,,State
0000002766,002766,Early Head Start,2021-08-11,2021-08-18,2022-04-15,No,57,,Private
0000002767,002767,Early Intervention,2022-05-14,2022-06-12,2023-03-27,No,42,Early Intervention,Federal
0000002767,002767,Early Intervention,2023-04-06,2023-04-08,2024-01-08,No,27,Early Intervention,Federal
0000002768,002768,Child Care,2020-01-18,2020-02-09,2022-11-16,No,198,,Private
0000002768,002768,Childcare Subsidy,2020-03-10,2020-03-25,2023-10-11,No,72,,Local
0000002769,002769,Early Intervention,2020-11-26,2020-12-24,2023-05-30,No,47,Early Intervention,Local
0000002769,002769,Head Start,2021-01-23,2021-02-07,2024-10-04,No,119,Pre-K,State
0000002769,002769,Early Head Start,2020-04-20,2020-05-04,2022-03-14,No,165,,Federal
0000002770,002770,First Steps,2022-06-24,2022-07-21,2022-09-30,No,19,Early Intervention,Federal
0000002771,002771,Child Care,2020-02-03,2020-02-14,2022-10-31,No,175,,Private
0000002772,002772,Childcare Subsidy,2019-06-22,2019-07-21,2021-04-20,No,64,,Federal
0000002772,002772,Child Care,2021-08-13,2021-08-29,2023-12-12,No,190,,State
0000002773,002773,Child Care,2019-09-20,2019-09-21,2020-07-19,No,103,,Private
0000002773,002773,Home Visiting,2020-12-28,2020-12-31,2021-07-23,Yes,6,,State
0000002774,002774,Child Care,2020-11-02,2020-11-08,2023-04-02,No,63,,Private
0000002774,002774,Head Start,2023-04-20,2023-04-26,2025-08-05,No,99,Pre-K,Private
0000002775,002775,Early Head Start,2020-11-15,2020-11-24,2022-10-24,No,77,,Federal
0000002776,002776,First Steps,2019-12-15,2020-01-13,2021-01-24,No,40,Early Intervention,Federal
0000002776,002776,Early Head Start,2021-02-09,2021-02-10,2022-08-07,No,63,,Private
0000002776,002776,Child Care,2022-08-12,2022-08-13,2023-09-06,No,118,,Federal
0000002777,002777,Early Head Start,2019-06-17,2019-07-15,2021-03-21,No,48,,State
0000002777,002777,Early Intervention,2021-04-20,2021-04-21,2022-10-13,No,39,Early Intervention,Local
0000002778,002778,Early Intervention,2020-02-21,2020-03-19,2021-11-23,No,24,Early Intervention,State
0000002779,002779,First Steps,2021-02-17,2021-02-18,2022-05-14,No,39,Early Intervention,Local
0000002780,002780,Child Care,2021-03-09,2021-03-20,2021-12-23,No,131,,Private
0000002781,002781,Childcare Subsidy,2022-05-17,2022-06-16,2023-10-17,No,102,,State
0000002781,002781,Child Care,2023-10-25,2023-11-01,2024-08-08,No,188,,State
0000002782,002782,Child Care,2021-04-15,2021-04-18,2022-02-15,No,85,,Local
0000002783,002783,Child Care,2022-08-08,2022-08-17,2023-01-16,No,95,,Local
0000002783,002783,Child Care,2022-09-16,2022-10-01,2023-10-14,No,62,,Federal
0000002783,002783,Child Care,2023-11-03,2023-12-02,2024-11-30,No,64,,Federal
0000002783,002783,State Pre-K,2024-12-28,2024-12-29,2025-05-31,No,64,Pre-K,Federal
0000002784,002784,Early Intervention,2021-08-14,2021-09-06,2022-11-28,No,18,Early Intervention,State
0000002785,002785,Home Visiting,2019-05-17,2019-05-19,2020-08-16,Yes,12,,State
0000002785,002785,First Steps,2020-08-19,2020-09-07,2022-03-24,No,27,Early Intervention,Local
0000002785,002785,Child Care,2022-04-07,2022-04-14,2023-02-19,No,53,,State
0000002786,002786,Childcare Subsidy,2021-11-19,2021-12-04,2024-02-28,No,202,,Federal
0000002786,002786,Child Care,2024-05-13,2024-05-19,2026-09-01,No,63,,Private
0000002787,002787,Early Intervention,2022-05-20,2022-05-29,2022-08-07,No,24,Early Intervention,State
0000002787,002787,Early Intervention,2022-08-19,2022-08-25,2023-02-26,No,12,Early Intervention,State
0000002787,002787,First Steps,2023-03-28,2023-04-22,2023-12-08,No,22,Early Intervention,Local
0000002788,002788,Childcare Subsidy,2020-01-20,2020-02-12,2021-01-28,No,58,,Private
0000002788,002788,Home Visiting,2021-02-13,2021-02-21,2022-08-21,Yes,7,,Federal
0000002789,002789,Childcare Subsidy,2020-07-11,2020-07-22,2021-04-05,No,78,,Federal
0000002789,002789,Childcare Subsidy,2021-04-19,2021-05-06,2021-08-03,No,137,,Local
0000002790,002790,Early Intervention,2020-10-26,2020-11-05,2021-03-17,No,7,Early Intervention,Federal
0000002791,002791,Childcare Subsidy,2019-04-10,2019-05-01,2020-02-20,No,94,,Private
0000002791,002791,Home Visiting,2020-07-26,2020-08-19,2020-12-22,Yes,10,,Local
0000002792,002792,Early Intervention,2019-04-13,2019-05-04,2021-03-13,No,24,Early Intervention,Private
0000002793,002793,Home Visiting,2019-04-15,2019-04-23,2020-07-15,Yes,14,,State
0000002793,002793,First Steps,2020-10-27,2020-11-18,2022-07-07,No,28,Early Intervention,Local
0000002793,002793,Childcare Subsidy,2022-08-09,2022-09-05,2023-06-10,No,153,,Federal
0000002794,002794,Child Care,2019-10-29,2019-11-24,2021-03-13,No,128,,State
0000002794,002794,Child Care,2021-06-19,2021-07-15,2023-03-04,No,193,,Local
0000002795,002795,Early Head Start,2019-11-21,2019-11-25,2020-10-23,No,110,,Local
0000002796,002796,Childcare Subsidy,2022-04-03,2022-04-11,2023-07-07,No,63,,Private
0000002796,002796,Early Intervention,2023-07-12,2023-07-24,2025-02-07,No,39,Early Intervention,Local
0000002797,002797,Early Intervention,2021-03-14,2021-03-20,2022-02-17,No,18,Early Intervention,Federal
0000002798,002798,Early Head Start,2023-02-07,2023-03-07,2024-02-11,No,122,,Local
0000002798,002798,Early Intervention,2024-04-18,2024-04-27,2024-11-11,No,42,Early Intervention,State
0000002799,002799,Early Intervention,2020-11-16,2020-12-04,2022-10-03,No,17,Early Intervention,Private
0000002799,002799,Early Intervention,2022-10-11,2022-11-05,2025-07-01,No,28,Early Intervention,Federal
0000002799,002799,Child Care,2021-02-06,2021-02-08,2022-02-23,No,118,,Local
0000002800,002800,Early Intervention,2020-01-29,2020-02-05,2021-03-20,No,38,Early Intervention,Federal
0000002800,002800,Early Head Start,2021-04-01,2021-04-28,2023-08-24,No,185,,State
0000002801,002801,Child Care,2022-12-03,2022-12-06,2024-12-23,No,110,,Local
0000002801,002801,Childcare Subsidy,2025-01-09,2025-01-12,2026-11-02,No,202,,Federal
0000002802,002802,Early Head Start,2022-04-11,2022-04-23,2023-02-04,No,187,,Local
0000002802,002802,First Steps,2022-05-23,2022-06-07,2024-02-26,No,46,Early Intervention,State
0000002803,002803,Early Head Start,2023-02-03,2023-02-04,2025-12-25,No,145,,Local
0000002803,002803,Childcare Subsidy,2026-01-19,2026-02-09,2027-05-27,No,89,,Local
0000002804,002804,Early Intervention,2020-02-25,2020-03-22,2022-01-03,No,47,Early Intervention,Private
0000002804,002804,State Pre-K,2022-01-15,2022-02-11,2023-06-15,No,108,Pre-K,State
0000002805,002805,Childcare Subsidy,2022-03-08,2022-03-26,2024-11-28,No,96,,Federal
0000002805,002805,Child Care,2022-04-25,2022-05-10,2025-09-22,No,177,,Federal
0000002805,002805,Childcare Subsidy,2021-03-25,2021-03-31,2024-01-14,No,136,,State
0000002806,002806,Early Intervention,2020-03-20,2020-03-23,2021-02-01,No,26,Early Intervention,Private
0000002807,002807,First Steps,2021-11-17,2021-12-04,2024-04-18,No,48,Early Intervention,Local
0000002807,002807,Child Care,2022-01-03,2022-01-18,2026-02-10,No,83,,Federal
0000002808,002808,First Steps,2021-09-07,2021-10-04,2022-06-11,No,45,Early Intervention,Local
0000002808,002808,Early Head Start,2022-06-14,2022-07-06,2023-10-18,No,141,,Federal
0000002808,002808,Home Visiting,2023-10-23,2023-10-31,2025-03-26,Yes,9,,Federal
0000002809,002809,First Steps,2022-05-11,2022-05-23,2024-11-23,No,20,Early Intervention,Local
0000002810,002810,Home Visiting,2021-02-10,2021-02-16,2023-07-26,Yes,9,,Private
0000002810,002810,Early Intervention,2023-08-02,2023-08-14,2024-11-17,No,56,Early Intervention,Private
0000002810,002810,Child Care,2024-11-27,2024-12-01,2026-07-07,No,179,,Local
0000002811,002811,Early Intervention,2019-12-21,2020-01-20,2021-02-11,No,34,Early Intervention,State
0000002812,002812,Child Care,2020-05-31,2020-06-02,2021-10-25,No,94,,Private
0000002813,002813,First Steps,2021-08-07,2021-08-31,2022-01-10,No,10,Early Intervention,State
0000002813,002813,Early Head Start,2022-02-05,2022-02-21,2022-08-05,No,48,,State
0000002813,002813,First Steps,2022-08-14,2022-08-19,2023-04-11,No,18,Early Intervention,Private
0000002814,002814,Childcare Subsidy,2019-10-17,2019-10-30,2020-04-05,No,116,,Private
0000002814,002814,Early Head Start,2019-11-29,2019-12-14,2021-03-12,No,83,,Local
0000002814,002814,Home Visiting,2021-04-10,2021-04-15,2021-11-22,Yes,11,,Local
0000002815,002815,Early Intervention,2021-07-12,2021-07-31,2022-04-19,No,21,Early Intervention,State
0000002816,002816,Childcare Subsidy,2020-04-10,2020-04-29,2022-04-23,No,109,,Private
0000002817,002817,Early Head Start,2021-09-15,2021-10-01,2021-12-05,No,111,,State
0000002818,002818,Childcare Subsidy,2021-08-01,2021-08-03,2024-07-12,No,151,,Private
0000002819,002819,Early Intervention,2021-01-09,2021-01-31,2023-04-16,No,45,Early Intervention,Local
0000002820,002820,Early Intervention,2020-04-27,2020-05-10,2022-05-11,No,39,Early Intervention,State
0000002821,002821,Child Care,2022-08-13,2022-08-26,2024-05-07,No,74,,Local
0000002822,002822,First Steps,2020-03-13,2020-03-23,2021-09-22,No,16,Early Intervention,Private
0000002823,002823,Home Visiting,2022-10-12,2022-10-29,2023-02-20,Yes,7,,Federal
0000002823,002823,Child Care,2023-03-06,2023-03-20,2023-10-16,No,76,,Federal
0000002824,002824,Child Care,2022-04-09,2022-04-30,2024-01-06,No,56,,Local
0000002824,002824,Childcare Subsidy,2022-05-30,2022-06-14,2025-09-25,No,137,,State
0000002825,002825,Early Intervention,2021-01-16,2021-02-13,2021-09-23,No,6,Early Intervention,Private
0000002825,002825,Home Visiting,2021-10-10,2021-10-31,2022-08-22,Yes,6,,Private
0000002826,002826,Early Intervention,2019-09-20,2019-10-08,2022-03-06,No,41,Early Intervention,Federal
0000002826,002826,Childcare Subsidy,2022-03-25,2022-03-27,2023-10-25,No,200,,Local
0000002827,002827,First Steps,2020-05-28,2020-06-16,2021-04-30,No,21,Early Intervention,State
0000002827,002827,Child Care,2021-05-22,2021-06-17,2021-10-31,No,113,,Local
0000002828,002828,First Steps,2022-07-17,2022-08-16,2025-06-21,No,46,Early Intervention,Private
0000002828,002828,Child Care,2025-09-26,2025-10-07,2027-01-03,No,73,,Local
0000002829,002829,First Steps,2021-08-18,2021-08-25,2023-01-11,No,37,Early Intervention,Local
0000002830,002830,Child Care,2022-06-03,2022-07-01,2023-01-28,No,107,,Local
0000002830,002830,First Steps,2023-03-05,2023-03-30,2024-06-08,No,25,Early Intervention,Federal
0000002830,002830,Child Care,2024-08-25,2024-09-22,2025-09-04,No,90,,State
0000002831,002831,Early Intervention,2020-09-16,2020-09-29,2021-04-14,No,48,Early Intervention,Private
0000002831,002831,Early Intervention,2021-04-22,2021-04-26,2022-01-07,No,30,Early Intervention,State
0000002831,002831,Child Care,2022-01-15,2022-02-05,2023-08-18,No,73,,Local
0000002831,002831,Child Care,2023-09-16,2023-10-13,2024-08-28,No,198,,Local
0000002831,002831,Childcare Subsidy,2024-09-20,2024-10-12,2025-05-15,No,98,,Federal
0000002832,002832,Early Head Start,2022-05-07,2022-05-12,2022-12-14,No,62,,Local
0000002833,002833,First Steps,2020-05-01,2020-05-18,2021-07-01,No,10,Early Intervention,Federal
0000002833,002833,First Steps,2021-07-08,2021-08-06,2022-08-28,No,24,Early Intervention,Federal
0000002833,002833,Child Care,2022-09-11,2022-10-05,2024-05-18,No,63,,Private
0000002833,002833,Early Head Start,2020-06-16,2020-06-30,2022-05-09,No,65,,State
0000002833,002833,Child Care,2022-05-31,2022-06-21,2023-08-01,No,94,,Private
0000002834,002834,First Steps,2021-06-26,2021-07-11,2022-12-14,No,18,Early Intervention,Federal
0000002834,002834,Child Care,2022-12-23,2023-01-15,2023-10-02,No,124,,Local
0000002835,002835,Early Intervention,2021-04-29,2021-05-24,2022-04-10,No,26,Early Intervention,State
0000002836,002836,First Steps,2021-01-08,2021-01-15,2021-07-01,No,26,Early Intervention,Private
0000002836,002836,Home Visiting,2021-07-09,2021-07-18,2022-03-22,Yes,17,,State
0000002837,002837,Childcare Subsidy,2020-07-14,2020-08-05,2023-04-09,No,58,,Federal
0000002837,002837,Childcare Subsidy,2020-09-04,2020-09-19,2025-06-17,No,52,,Federal
0000002838,002838,First Steps,2022-12-10,2022-12-19,2024-11-09,No,28,Early Intervention,Local
0000002838,002838,State Pre-K,2024-12-01,2024-12-12,2026-11-03,No,98,Pre-K,Local
0000002839,002839,Childcare Subsidy,2020-02-08,2020-02-11,2020-12-08,No,80,,State
0000002840,002840,Early Intervention,2020-02-15,2020-03-13,2022-01-07,No,29,Early Intervention,Federal
0000002840,002840,Childcare Subsidy,2020-04-12,2020-04-27,2023-01-19,No,45,,Federal
0000002841,002841,Early Head Start,2019-11-23,2019-11-28,2021-08-19,No,183,,Federal
0000002841,002841,Childcare Subsidy,2021-09-08,2021-09-17,2023-11-26,No,49,,Federal
0000002841,002841,Early Head Start,2019-09-05,2019-09-10,2020-12-27,No,67,,Federal
0000002842,002842,Home Visiting,2019-11-02,2019-11-09,2022-03-06,Yes,12,,Federal
0000002842,002842,Child Care,2022-03-26,2022-04-09,2023-10-31,No,179,,Private
0000002842,002842,Head Start,2023-11-13,2023-11-22,2024-12-28,No,90,Pre-K,Local
0000002843,002843,Home Visiting,2022-01-06,2022-01-13,2024-03-02,Yes,21,,Federal
0000002844,002844,Home Visiting,2020-06-01,2020-06-28,2020-11-16,Yes,12,,Federal
0000002845,002845,Home Visiting,2020-10-20,2020-10-26,2021-09-29,Yes,4,,Federal
0000002845,002845,Early Intervention,2021-10-07,2021-10-31,2023-07-01,No,16,Early Intervention,Local
0000002846,002846,Early Intervention,2023-03-20,2023-04-04,2024-04-03,No,26,Early Intervention,Private
0000002846,002846,Early Intervention,2024-04-23,2024-05-07,2025-05-02,No,11,Early Intervention,Private
0000002846,002846,Head Start,2025-05-18,2025-06-14,2026-05-26,No,64,Pre-K,Local
0000002847,002847,First Steps,2020-12-22,2021-01-09,2022-06-09,No,19,Early Intervention,Federal
